item_id_enc,category_id,parent_id,item_popularity,category_popularity,parent_popularity
7534,114.0,1443,1,59,312
120854,382.0,322,4,457,7406
72556,101.0,312,2,834,3078
216663,,-1,1,0,590631
50283,35.0,20,2,1396,28391
194035,698.0,1251,5,44115,44743
84802,764.0,1370,1,62573,62592
105471,1036.0,1420,11,25717,25773
10327,839.0,33,2,66622,68188
92368,962.0,945,1,3094,16966
6369,,-1,1,0,590631
223386,142.0,9,1,607,876
59476,124.0,104,1,1551,1786
21063,,-1,8,0,590631
186076,839.0,33,5,66622,68188
181660,689.0,207,2,23918,24621
212818,790.0,1492,3,271166,276977
225281,776.0,727,5,78927,80906
79588,689.0,207,1,23918,24621
97171,546.0,250,1,4068,82373
37005,917.0,1374,5,62155,62171
17353,994.0,755,1,1321,1460
169737,227.0,602,6,52466,52865
143783,1058.0,61,4,2235,2790
162716,364.0,711,1,68301,68312
214921,1054.0,520,1,821,5030
107530,939.0,1469,1,618,618
196683,518.0,362,17,779,3138
233272,698.0,1251,16,44115,44743
5317,784.0,38,1,3423,3478
82828,410.0,894,1,1009,1263
86549,0.0,605,7,6543,8161
78110,776.0,727,1,78927,80906
34086,776.0,727,180,78927,80906
141704,728.0,1009,7,2264,11191
56742,558.0,92,11,7430,13098
78483,227.0,602,1,52466,52865
189738,764.0,1370,5,62573,62592
27295,776.0,727,6,78927,80906
38690,456.0,1125,1,1329,2582
168371,847.0,101,4,2069,2069
42098,,-1,10,0,590631
220905,575.0,1257,2,1090,3061
176562,810.0,378,18,11279,13107
205673,52.0,1678,18,321,476
152594,915.0,1550,3,7109,8276
25588,678.0,250,3,64043,82373
170860,678.0,250,1,64043,82373
217495,678.0,250,14,64043,82373
27573,159.0,1028,22,60445,60669
4849,452.0,561,1,1665,4266
217421,720.0,305,1,6870,6944
53317,678.0,250,1,64043,82373
7538,994.0,755,1,1321,1460
213101,,-1,1,0,590631
197837,1032.0,557,1,8000,8131
162304,888.0,866,13,234988,235872
155707,636.0,479,1,1796,2419
42560,678.0,250,2,64043,82373
121239,719.0,908,3,1068,1543
208000,698.0,1251,3,44115,44743
198646,479.0,520,1,141,5030
47989,763.0,1579,2,839,80723
130870,790.0,1492,6,271166,276977
207088,112.0,381,48,66052,66282
97542,112.0,381,18,66052,66282
57524,591.0,933,2,18513,87386
63042,28.0,1604,2,24871,29698
191210,790.0,1492,8,271166,276977
228020,646.0,1606,3,2119,4126
151123,888.0,866,3,234988,235872
134108,79.0,1687,5,36,2653
208531,6.0,933,249,68197,87386
12912,1081.0,1224,6,2688,7962
120917,888.0,866,12,234988,235872
175364,698.0,1251,37,44115,44743
148634,790.0,1492,5,271166,276977
66958,202.0,1008,23,68054,68963
140330,364.0,711,3,68301,68312
171464,1028.0,540,1,1251,3836
76985,,-1,7,0,590631
146477,159.0,1028,5,60445,60669
163359,202.0,1008,43,68054,68963
177361,283.0,1579,1,70946,80723
41098,790.0,1492,5,271166,276977
3693,686.0,594,5,7493,9219
16891,710.0,605,2,1240,8161
106128,230.0,1424,7,8926,12622
5594,961.0,132,4,1413,5491
137793,550.0,1139,15,8923,9167
102141,917.0,1374,1,62155,62171
191615,1053.0,187,4,23,2360
88570,776.0,727,28,78927,80906
11238,,-1,1,0,590631
63622,839.0,33,3,66622,68188
110109,159.0,1028,46,60445,60669
192493,550.0,1139,26,8923,9167
144752,364.0,711,1,68301,68312
68237,227.0,602,48,52466,52865
195334,355.0,1534,47,1700,2132
220797,917.0,1374,1,62155,62171
20110,720.0,305,1,6870,6944
83188,689.0,207,1,23918,24621
224052,,-1,6,0,590631
3865,790.0,1492,2,271166,276977
137051,,-1,4,0,590631
40092,810.0,378,1,11279,13107
195228,776.0,727,4,78927,80906
233125,790.0,1492,1,271166,276977
180804,42.0,170,4,4666,4762
231254,982.0,1065,8,1315,1552
191918,678.0,250,2,64043,82373
51529,227.0,602,9,52466,52865
223053,6.0,933,14,68197,87386
211869,619.0,145,14,1800,1817
13107,,-1,1,0,590631
132443,38.0,418,2,1848,6223
91335,,-1,8,0,590631
128905,202.0,1008,2,68054,68963
5202,159.0,1028,4,60445,60669
162205,917.0,1374,1,62155,62171
125745,202.0,1008,1,68054,68963
10869,400.0,110,1,32988,33761
203227,364.0,711,4,68301,68312
68529,839.0,33,1,66622,68188
96288,364.0,711,40,68301,68312
37103,0.0,605,2,6543,8161
102650,839.0,33,6,66622,68188
38872,698.0,1251,3,44115,44743
131507,490.0,647,2,2069,2116
73316,,-1,21,0,590631
189799,1036.0,1420,3,25717,25773
220409,678.0,250,1,64043,82373
144310,888.0,866,3,234988,235872
201823,313.0,679,1,326,4689
154569,678.0,250,18,64043,82373
115942,917.0,1374,11,62155,62171
199980,915.0,1550,13,7109,8276
169663,102.0,351,3,3737,9102
171164,917.0,1374,3,62155,62171
195696,121.0,540,9,264,3836
189775,1036.0,1420,28,25717,25773
182041,159.0,1028,14,60445,60669
175565,521.0,654,5,8133,13221
87352,283.0,1579,3,70946,80723
82260,113.0,1532,2,865,3595
8551,595.0,186,8,2303,2303
80869,678.0,250,4,64043,82373
126026,776.0,727,2,78927,80906
92389,227.0,602,2,52466,52865
11440,932.0,777,1,1563,2778
93175,764.0,1370,9,62573,62592
214234,6.0,933,24,68197,87386
11020,839.0,33,1,66622,68188
30189,839.0,33,1,66622,68188
127396,202.0,1008,5,68054,68963
228098,348.0,1499,19,21108,21418
224971,28.0,1604,46,24871,29698
28636,637.0,92,13,2583,13098
128864,570.0,9,1,240,876
226643,1036.0,1420,8,25717,25773
213985,364.0,711,12,68301,68312
127763,764.0,1370,19,62573,62592
216514,118.0,933,2,76,87386
230154,486.0,25,1,578,1546
40266,283.0,1579,62,70946,80723
209205,716.0,1056,62,562,562
23029,620.0,1515,2,1132,1232
152964,917.0,1374,1,62155,62171
190201,678.0,250,3,64043,82373
21855,839.0,33,1,66622,68188
224487,364.0,711,297,68301,68312
68793,327.0,92,54,1175,13098
57825,46.0,1519,1,1050,3421
102450,987.0,1426,4,175,4322
195577,917.0,1374,1,62155,62171
151938,408.0,654,1,1835,13221
72391,764.0,1370,6,62573,62592
145246,6.0,933,1,68197,87386
83897,342.0,500,12,120,473
61552,,-1,1,0,590631
107585,,-1,3,0,590631
37409,550.0,1139,22,8923,9167
124700,689.0,207,2,23918,24621
190216,678.0,250,52,64043,82373
67186,839.0,33,3,66622,68188
127607,888.0,866,12,234988,235872
79585,713.0,1615,6,12789,13983
72059,112.0,381,1,66052,66282
108616,112.0,381,2,66052,66282
124400,400.0,110,1,32988,33761
128707,177.0,768,1,176,1772
33323,764.0,1370,2,62573,62592
228700,888.0,866,5,234988,235872
29852,468.0,666,2,2138,4979
110912,348.0,1499,29,21108,21418
185985,992.0,1008,3,909,68963
88870,776.0,727,1,78927,80906
204179,888.0,866,1,234988,235872
53751,698.0,1251,26,44115,44743
118065,720.0,305,11,6870,6944
124255,997.0,187,16,2091,2360
213791,188.0,1200,1,4591,5929
11030,675.0,1288,8,3817,3817
186788,678.0,250,3,64043,82373
234809,124.0,104,1,1551,1786
139733,888.0,866,16,234988,235872
19341,928.0,20,2,26829,28391
215540,344.0,768,4,663,1772
156410,354.0,1009,1,1007,11191
109399,264.0,1009,3,482,11191
98348,915.0,1550,1,7109,8276
18092,753.0,322,1,2114,7406
23867,678.0,250,5,64043,82373
153464,398.0,1323,3,197,197
187056,202.0,1008,27,68054,68963
3032,6.0,933,2,68197,87386
11173,839.0,33,2,66622,68188
121635,698.0,1251,10,44115,44743
230859,888.0,866,3,234988,235872
231367,928.0,20,1,26829,28391
11734,506.0,250,3,5458,82373
43065,917.0,1374,1,62155,62171
145390,32.0,1687,1,128,2653
64591,765.0,1229,1,2551,4716
62892,6.0,933,2,68197,87386
186368,790.0,1492,1,271166,276977
41354,790.0,1492,53,271166,276977
45052,764.0,1370,22,62573,62592
150055,1037.0,402,1,1750,1963
178161,6.0,933,1,68197,87386
87993,410.0,894,1,1009,1263
195459,678.0,250,1,64043,82373
90380,888.0,866,3,234988,235872
89703,46.0,1519,1,1050,3421
212977,917.0,1374,1,62155,62171
140552,283.0,1579,2,70946,80723
35024,917.0,1374,10,62155,62171
167055,202.0,1008,2,68054,68963
66011,942.0,125,2,962,1056
213352,776.0,727,4,78927,80906
231136,6.0,933,14,68197,87386
33278,,-1,2,0,590631
63445,112.0,381,1,66052,66282
56434,764.0,1370,4,62573,62592
223355,888.0,866,4,234988,235872
69124,888.0,866,2,234988,235872
151250,202.0,1008,2,68054,68963
220616,460.0,745,6,797,910
59248,355.0,1534,9,1700,2132
80603,558.0,92,1,7430,13098
151653,,-1,73,0,590631
225913,503.0,1604,5,4813,29698
105555,,-1,18,0,590631
8337,839.0,33,2,66622,68188
211683,713.0,1615,1,12789,13983
142429,550.0,1139,14,8923,9167
16432,283.0,1579,30,70946,80723
44182,917.0,1374,1,62155,62171
15006,689.0,207,1,23918,24621
167224,186.0,865,1,1741,1979
118323,888.0,866,7,234988,235872
190319,888.0,866,1,234988,235872
175781,658.0,506,5,2953,6941
229503,591.0,933,2,18513,87386
212018,202.0,1008,6,68054,68963
175269,888.0,866,25,234988,235872
122062,839.0,33,3,66622,68188
220949,719.0,908,1,1068,1543
7794,698.0,1251,8,44115,44743
229942,112.0,381,1,66052,66282
24301,545.0,143,22,637,4274
21301,283.0,1579,1,70946,80723
221493,713.0,1615,2,12789,13983
12042,227.0,602,1,52466,52865
187262,917.0,1374,63,62155,62171
165847,,-1,13,0,590631
204186,790.0,1492,1,271166,276977
124071,42.0,170,4,4666,4762
180401,202.0,1008,8,68054,68963
89219,935.0,322,2,4474,7406
37282,681.0,8,1,2677,6448
62144,28.0,1604,17,24871,29698
68117,581.0,1600,20,10543,11363
199370,839.0,33,2,66622,68188
57999,545.0,143,7,637,4274
153825,202.0,1008,4,68054,68963
64216,227.0,602,3,52466,52865
45416,917.0,1374,1,62155,62171
94510,1070.0,1423,6,17,1028
225171,159.0,1028,6,60445,60669
116341,400.0,110,1,32988,33761
148721,888.0,866,1,234988,235872
166718,434.0,968,11,1867,1867
109784,678.0,250,1,64043,82373
204404,631.0,1120,2,230,2653
117921,202.0,1008,2,68054,68963
197795,19.0,750,1,9486,9486
177585,30.0,1009,1,1563,11191
193745,6.0,933,8,68197,87386
31011,202.0,1008,2,68054,68963
92635,698.0,1251,10,44115,44743
52351,689.0,207,2,23918,24621
122125,936.0,143,3,995,4274
166053,,-1,2,0,590631
151436,,-1,9,0,590631
170824,790.0,1492,24,271166,276977
186677,230.0,1424,4,8926,12622
156734,839.0,33,2,66622,68188
186338,558.0,92,3,7430,13098
72726,202.0,1008,1,68054,68963
150577,28.0,1604,1,24871,29698
208836,847.0,101,1,2069,2069
176391,,-1,1,0,590631
42455,283.0,1579,1,70946,80723
207286,112.0,381,1,66052,66282
31229,,-1,1,0,590631
140797,159.0,1028,6,60445,60669
134251,761.0,395,4,7587,13033
13284,790.0,1492,2,271166,276977
177732,400.0,110,3,32988,33761
19039,678.0,250,6,64043,82373
62686,689.0,207,1,23918,24621
97060,159.0,1028,1,60445,60669
67866,686.0,594,1,7493,9219
82574,851.0,587,3,559,645
46614,375.0,768,2,324,1772
93650,917.0,1374,11,62155,62171
169286,364.0,711,9,68301,68312
67654,283.0,1579,2,70946,80723
137099,28.0,1604,2,24871,29698
149024,810.0,378,4,11279,13107
119583,689.0,207,1,23918,24621
315,751.0,893,4,1236,8190
114104,646.0,1606,2,2119,4126
93767,178.0,399,10,257,1122
157523,628.0,149,4,1998,2041
217400,917.0,1374,17,62155,62171
57433,689.0,207,1,23918,24621
192138,888.0,866,2,234988,235872
131534,642.0,250,1,290,82373
147399,790.0,1492,10,271166,276977
154759,,-1,316,0,590631
9429,112.0,381,1,66052,66282
231156,202.0,1008,1,68054,68963
75916,283.0,1579,1,70946,80723
46640,790.0,1492,2,271166,276977
109006,888.0,866,3,234988,235872
202152,888.0,866,15,234988,235872
173968,102.0,351,14,3737,9102
87385,,-1,1,0,590631
142580,227.0,602,3,52466,52865
34379,900.0,506,13,2948,6941
71979,1036.0,1420,4,25717,25773
8704,790.0,1492,1,271166,276977
47771,112.0,381,2,66052,66282
96501,790.0,1492,24,271166,276977
193531,112.0,381,1,66052,66282
18538,917.0,1374,5,62155,62171
76841,796.0,1292,1,176,562
33588,1.0,854,13,1276,1313
23509,917.0,1374,1,62155,62171
217318,776.0,727,1,78927,80906
88665,28.0,1604,2,24871,29698
55092,942.0,125,3,962,1056
92505,888.0,866,13,234988,235872
152104,678.0,250,1,64043,82373
115540,846.0,1012,13,5944,6657
110023,765.0,1229,5,2551,4716
88482,951.0,825,1,4,4
200476,521.0,654,1,8133,13221
185883,689.0,207,9,23918,24621
197815,928.0,20,6,26829,28391
185087,227.0,602,12,52466,52865
126205,140.0,-1,17,702,590631
132033,202.0,1008,7,68054,68963
70679,,-1,1,0,590631
12555,28.0,1604,4,24871,29698
165809,6.0,933,110,68197,87386
87783,917.0,1374,2,62155,62171
69273,698.0,1251,1,44115,44743
60407,46.0,1519,10,1050,3421
141547,286.0,1214,1,551,551
132809,,-1,6,0,590631
21408,764.0,1370,7,62573,62592
130613,888.0,866,1,234988,235872
79381,127.0,312,13,477,3078
225012,202.0,1008,2,68054,68963
200042,348.0,1499,8,21108,21418
35481,888.0,866,1,234988,235872
40101,283.0,1579,3,70946,80723
41012,364.0,711,5,68301,68312
20524,,-1,12,0,590631
76360,6.0,933,1,68197,87386
39547,888.0,866,1,234988,235872
204256,28.0,1604,12,24871,29698
214189,681.0,8,2,2677,6448
169606,961.0,132,8,1413,5491
81810,586.0,1519,3,2227,3421
67880,30.0,1009,1,1563,11191
25095,364.0,711,2,68301,68312
172383,790.0,1492,35,271166,276977
8840,888.0,866,8,234988,235872
33325,159.0,1028,2,60445,60669
149092,720.0,305,1,6870,6944
23402,698.0,1251,2,44115,44743
161191,292.0,1426,12,185,4322
9310,939.0,1469,54,618,618
59437,348.0,1499,3,21108,21418
227857,202.0,1008,2,68054,68963
173257,698.0,1251,4,44115,44743
78942,917.0,1374,96,62155,62171
74503,928.0,20,4,26829,28391
176520,678.0,250,3,64043,82373
194368,790.0,1492,12,271166,276977
79953,917.0,1374,2,62155,62171
192873,,-1,4,0,590631
74913,202.0,1008,22,68054,68963
130349,631.0,1120,1,230,2653
75155,202.0,1008,13,68054,68963
95799,809.0,169,2,1495,2113
135381,917.0,1374,6,62155,62171
184953,364.0,711,7,68301,68312
114795,,-1,1,0,590631
144713,283.0,1579,42,70946,80723
230709,332.0,1667,2,1243,2232
36785,764.0,1370,28,62573,62592
225094,776.0,727,7,78927,80906
174136,776.0,727,10,78927,80906
68539,935.0,322,1,4474,7406
3060,790.0,1492,1,271166,276977
230973,6.0,933,2,68197,87386
140361,186.0,865,2,1741,1979
12445,8.0,1591,21,311,1278
56991,,-1,3,0,590631
202248,283.0,1579,1,70946,80723
130390,364.0,711,1,68301,68312
33206,764.0,1370,7,62573,62592
205384,928.0,20,1,26829,28391
185964,764.0,1370,8,62573,62592
150067,1036.0,1420,4,25717,25773
43167,202.0,1008,1,68054,68963
5326,686.0,594,5,7493,9219
107147,698.0,1251,1,44115,44743
99555,839.0,33,1,66622,68188
125920,1079.0,1257,1,1915,3061
63980,327.0,92,13,1175,13098
199457,888.0,866,1,234988,235872
84592,619.0,145,3,1800,1817
230428,681.0,8,1,2677,6448
88160,550.0,1139,8,8923,9167
155484,227.0,602,3,52466,52865
42679,689.0,207,90,23918,24621
188577,,-1,1,0,590631
58379,713.0,1615,8,12789,13983
85441,,-1,1,0,590631
70553,112.0,381,6,66052,66282
229459,6.0,933,7,68197,87386
182106,28.0,1604,3,24871,29698
232818,764.0,1370,2,62573,62592
181635,764.0,1370,1,62573,62592
32824,689.0,207,5,23918,24621
98717,776.0,727,1,78927,80906
55443,678.0,250,3,64043,82373
55355,776.0,727,32,78927,80906
122390,797.0,213,2,1594,1662
73031,964.0,1326,5,4967,4967
93083,790.0,1492,25,271166,276977
70504,949.0,1591,1,278,1278
180548,202.0,1008,1,68054,68963
162226,112.0,381,11,66052,66282
11111,,-1,1,0,590631
225131,635.0,1229,17,46,4716
149781,695.0,959,4,813,952
119822,,-1,2,0,590631
91457,888.0,866,1,234988,235872
217632,764.0,1370,2,62573,62592
214127,159.0,1028,1,60445,60669
118580,888.0,866,2,234988,235872
11368,917.0,1374,1,62155,62171
128548,202.0,1008,1,68054,68963
234605,917.0,1374,2,62155,62171
175191,159.0,1028,1,60445,60669
216645,839.0,33,10,66622,68188
166376,415.0,666,3,2828,4979
175175,297.0,312,14,411,3078
206551,112.0,381,4,66052,66282
12920,,-1,12,0,590631
155654,487.0,1141,2,659,1805
231289,689.0,207,1,23918,24621
32729,202.0,1008,1,68054,68963
225802,6.0,933,5,68197,87386
18220,917.0,1374,17,62155,62171
68627,1074.0,339,1,249,249
57642,28.0,1604,2,24871,29698
78702,227.0,602,1,52466,52865
220387,,-1,6,0,590631
224083,698.0,1251,9,44115,44743
218653,159.0,1028,29,60445,60669
163510,112.0,381,1,66052,66282
52564,1092.0,664,26,2293,3249
115572,6.0,933,5,68197,87386
204962,364.0,711,2,68301,68312
157226,6.0,933,7,68197,87386
227517,159.0,1028,3,60445,60669
92362,764.0,1370,17,62573,62592
137949,348.0,1499,5,21108,21418
207769,46.0,1519,22,1050,3421
219890,698.0,1251,1,44115,44743
185525,,-1,7,0,590631
7876,364.0,711,1,68301,68312
145620,159.0,1028,24,60445,60669
2620,797.0,213,4,1594,1662
119906,776.0,727,5,78927,80906
55594,202.0,1008,35,68054,68963
195386,354.0,1009,13,1007,11191
124215,480.0,1299,5,1207,1802
25096,797.0,213,8,1594,1662
99022,839.0,33,1,66622,68188
96950,38.0,418,1,1848,6223
107330,202.0,1008,3,68054,68963
136587,159.0,1028,49,60445,60669
175534,698.0,1251,5,44115,44743
131740,661.0,127,40,162,2183
214564,235.0,1224,1,842,7962
80273,521.0,654,1,8133,13221
110538,6.0,933,21,68197,87386
39960,112.0,381,2,66052,66282
81864,,-1,4,0,590631
151419,364.0,711,5,68301,68312
77355,364.0,711,7,68301,68312
145121,698.0,1251,1,44115,44743
21122,810.0,378,2,11279,13107
64232,888.0,866,27,234988,235872
190569,678.0,250,48,64043,82373
33197,851.0,587,5,559,645
156834,112.0,381,18,66052,66282
114639,720.0,305,18,6870,6944
186247,364.0,711,1,68301,68312
31621,364.0,711,2,68301,68312
221875,888.0,866,16,234988,235872
88598,202.0,1008,2,68054,68963
157316,1048.0,1308,3,481,1079
234613,614.0,571,1,1236,2054
59832,159.0,1028,2,60445,60669
73011,283.0,1579,42,70946,80723
172276,283.0,1579,1,70946,80723
118226,112.0,381,1,66052,66282
48345,71.0,1579,1,8372,80723
97646,,-1,326,0,590631
91228,227.0,602,29,52466,52865
99952,335.0,1486,3,3137,5044
94658,202.0,1008,5,68054,68963
4525,887.0,206,96,1323,1732
157035,888.0,866,3,234988,235872
171616,283.0,1579,7,70946,80723
122428,159.0,1028,5,60445,60669
9104,283.0,1579,5,70946,80723
34465,573.0,252,1,383,884
90926,888.0,866,1,234988,235872
77624,839.0,33,9,66622,68188
2070,278.0,362,1,486,3138
209652,159.0,1028,2,60445,60669
32347,888.0,866,1,234988,235872
54376,884.0,127,1,1271,2183
93207,764.0,1370,2,62573,62592
221105,19.0,750,1,9486,9486
99097,202.0,1008,12,68054,68963
207025,790.0,1492,1,271166,276977
94856,159.0,1028,219,60445,60669
216087,839.0,33,1,66622,68188
62732,6.0,933,1,68197,87386
127180,917.0,1374,3,62155,62171
100710,283.0,1579,1,70946,80723
88276,486.0,25,1,578,1546
87731,839.0,33,70,66622,68188
134006,159.0,1028,33,60445,60669
64876,112.0,381,4,66052,66282
98763,957.0,1306,38,713,824
93819,698.0,1251,1,44115,44743
165427,839.0,33,2,66622,68188
95941,112.0,381,1,66052,66282
87730,112.0,381,2,66052,66282
34600,434.0,968,1,1867,1867
223630,678.0,250,15,64043,82373
30186,,-1,13,0,590631
64385,790.0,1492,1,271166,276977
134956,764.0,1370,1,62573,62592
17405,888.0,866,5,234988,235872
138684,364.0,711,1,68301,68312
138690,790.0,1492,10,271166,276977
164182,364.0,711,26,68301,68312
89436,,-1,5,0,590631
48222,42.0,170,4,4666,4762
178777,202.0,1008,2,68054,68963
222419,6.0,933,1,68197,87386
136794,698.0,1251,1,44115,44743
34266,364.0,711,1,68301,68312
125831,839.0,33,3,66622,68188
54052,364.0,711,3,68301,68312
92100,364.0,711,2,68301,68312
136676,348.0,1499,3,21108,21418
51991,208.0,33,2,1467,68188
36911,112.0,381,8,66052,66282
228537,1066.0,293,2,7412,8099
42466,202.0,1008,1,68054,68963
50891,,-1,2,0,590631
167264,283.0,1579,3,70946,80723
221710,961.0,132,1,1413,5491
216379,790.0,1492,2,271166,276977
105320,839.0,33,1,66622,68188
31203,,-1,1,0,590631
85633,959.0,1095,20,117,323
58602,19.0,750,13,9486,9486
230891,790.0,1492,1,271166,276977
224144,689.0,207,90,23918,24621
69006,112.0,381,4,66052,66282
180716,591.0,933,1,18513,87386
35006,529.0,623,65,641,641
200784,,-1,11,0,590631
23192,28.0,1604,10,24871,29698
123327,,-1,14,0,590631
64874,637.0,92,14,2583,13098
198463,678.0,250,3,64043,82373
11825,202.0,1008,11,68054,68963
15297,364.0,711,2,68301,68312
174170,227.0,602,1,52466,52865
225760,736.0,1600,1,631,11363
161407,720.0,305,1,6870,6944
203812,277.0,1398,1,1319,1319
224436,188.0,1200,30,4591,5929
76729,713.0,1615,2,12789,13983
5726,127.0,312,5,477,3078
9658,364.0,711,19,68301,68312
141413,283.0,1579,2,70946,80723
147870,888.0,866,3,234988,235872
16709,839.0,33,1,66622,68188
46225,888.0,866,1,234988,235872
20349,6.0,933,9,68197,87386
62186,591.0,933,81,18513,87386
189470,,-1,7,0,590631
9994,898.0,763,2,336,1636
221438,758.0,781,1,1783,2731
160467,880.0,989,1,520,3306
136627,364.0,711,1,68301,68312
79160,790.0,1492,3,271166,276977
84331,112.0,381,1,66052,66282
229887,348.0,1499,26,21108,21418
68307,678.0,250,14,64043,82373
147768,405.0,351,28,2346,9102
224687,112.0,381,5,66052,66282
175954,698.0,1251,1,44115,44743
124855,108.0,1687,1,157,2653
9569,839.0,33,28,66622,68188
107422,1041.0,1313,1,330,1073
118609,398.0,1323,1,197,197
38261,6.0,933,3,68197,87386
21976,678.0,250,1,64043,82373
115135,28.0,1604,2,24871,29698
210845,764.0,1370,39,62573,62592
212125,283.0,1579,1,70946,80723
155086,19.0,750,18,9486,9486
113931,33.0,1224,13,2685,7962
893,159.0,1028,1,60445,60669
43703,283.0,1579,4,70946,80723
231293,,-1,10,0,590631
16408,839.0,33,6,66622,68188
156646,720.0,305,1,6870,6944
105987,689.0,207,5,23918,24621
139211,486.0,25,1,578,1546
67635,1101.0,1420,2,28,25773
20889,,-1,9,0,590631
92409,,-1,5,0,590631
7299,678.0,250,1,64043,82373
55548,580.0,1684,2,2287,2319
88374,28.0,1604,2,24871,29698
234310,764.0,1370,1,62573,62592
168342,730.0,1482,1,506,2469
112731,364.0,711,3,68301,68312
157440,776.0,727,1,78927,80906
162777,921.0,143,8,616,4274
82765,776.0,727,5,78927,80906
200067,230.0,1424,1,8926,12622
202862,112.0,381,1,66052,66282
17687,227.0,602,5,52466,52865
80277,202.0,1008,2,68054,68963
61167,776.0,727,2,78927,80906
56346,364.0,711,12,68301,68312
134760,678.0,250,36,64043,82373
101797,960.0,594,3,1378,9219
225414,364.0,711,7,68301,68312
145422,631.0,1120,1,230,2653
69866,678.0,250,3,64043,82373
44247,28.0,1604,15,24871,29698
81300,,-1,17,0,590631
60707,719.0,908,1,1068,1543
109798,678.0,250,7,64043,82373
21217,481.0,1009,14,125,11191
80777,140.0,-1,9,702,590631
152811,283.0,1579,1,70946,80723
39005,790.0,1492,23,271166,276977
46788,917.0,1374,4,62155,62171
65170,,-1,2,0,590631
192682,1038.0,1174,10,254,352
9490,,-1,1,0,590631
130922,,-1,4,0,590631
159037,364.0,711,6,68301,68312
92823,28.0,1604,25,24871,29698
141665,112.0,381,71,66052,66282
91220,202.0,1008,14,68054,68963
199683,689.0,207,1,23918,24621
91565,631.0,1120,13,230,2653
201201,776.0,727,2,78927,80906
52603,189.0,586,7,2898,3409
181157,283.0,1579,1,70946,80723
122143,1097.0,114,6,1087,1401
189030,159.0,1028,13,60445,60669
160607,776.0,727,7,78927,80906
196913,202.0,1008,4,68054,68963
162252,931.0,1181,3,705,1038
75210,529.0,623,2,641,641
36773,976.0,1009,2,1832,11191
186150,852.0,1606,1214,1963,4126
27489,364.0,711,3,68301,68312
45646,283.0,1579,6,70946,80723
88626,839.0,33,2,66622,68188
9299,764.0,1370,84,62573,62592
164549,227.0,602,44,52466,52865
77554,,-1,4,0,590631
7379,112.0,381,1,66052,66282
89337,764.0,1370,3,62573,62592
223585,678.0,250,164,64043,82373
22632,648.0,1313,3,703,1073
42642,,-1,2,0,590631
217395,962.0,945,3,3094,16966
127925,642.0,250,8,290,82373
110564,364.0,711,1,68301,68312
77787,227.0,602,12,52466,52865
69088,1048.0,1308,21,481,1079
38080,689.0,207,1,23918,24621
162816,1066.0,293,115,7412,8099
149900,619.0,145,1,1800,1817
5183,274.0,381,2,91,66282
61272,277.0,1398,1,1319,1319
14676,784.0,38,9,3423,3478
212024,119.0,351,2,748,9102
171727,142.0,9,6,607,876
46567,689.0,207,1,23918,24621
46480,6.0,933,4,68197,87386
104352,,-1,3,0,590631
76405,678.0,250,1,64043,82373
221102,678.0,250,9,64043,82373
200155,888.0,866,7,234988,235872
74348,971.0,426,1,496,1867
174676,382.0,322,3,457,7406
158387,521.0,654,36,8133,13221
77734,776.0,727,2,78927,80906
55137,293.0,1532,1,1972,3595
229174,227.0,602,2,52466,52865
164668,830.0,1272,2,974,1100
218854,1092.0,664,3,2293,3249
148965,375.0,768,1,324,1772
186543,202.0,1008,1,68054,68963
133796,490.0,647,2,2069,2116
31298,776.0,727,20,78927,80906
92727,678.0,250,5,64043,82373
149115,888.0,866,3,234988,235872
94072,698.0,1251,4,44115,44743
101102,66.0,1430,6,764,780
155921,851.0,587,1,559,645
39921,159.0,1028,5,60445,60669
104634,591.0,933,2,18513,87386
174482,945.0,653,2,568,1520
126653,,-1,9,0,590631
190522,112.0,381,1,66052,66282
176547,105.0,1224,6,1554,7962
40817,335.0,1486,8,3137,5044
199571,,-1,1,0,590631
113987,441.0,727,1,813,80906
23708,283.0,1579,7,70946,80723
109737,659.0,-1,29,247,590631
174934,480.0,1299,1,1207,1802
121068,,-1,11,0,590631
53544,28.0,1604,59,24871,29698
128233,225.0,593,3,6833,8821
109822,283.0,1579,22,70946,80723
75684,1032.0,557,12,8000,8131
25376,776.0,727,1,78927,80906
65842,790.0,1492,1,271166,276977
100550,917.0,1374,17,62155,62171
37007,790.0,1492,3,271166,276977
173599,698.0,1251,17,44115,44743
72641,888.0,866,14,234988,235872
99893,839.0,33,1,66622,68188
93744,293.0,1532,3,1972,3595
73229,153.0,1331,1,52,233
90883,,-1,2,0,590631
102666,364.0,711,8,68301,68312
199236,917.0,1374,1,62155,62171
23218,964.0,1326,9,4967,4967
95580,934.0,1110,2,554,2272
679,202.0,1008,4,68054,68963
62571,982.0,1065,14,1315,1552
122046,98.0,513,4,838,839
39086,713.0,1615,1,12789,13983
19833,275.0,795,2,1011,1040
83587,888.0,866,6,234988,235872
51694,457.0,250,2,2231,82373
193086,764.0,1370,6,62573,62592
43846,917.0,1374,7,62155,62171
166714,,-1,17,0,590631
38491,,-1,5,0,590631
88028,575.0,1257,2,1090,3061
194514,678.0,250,5,64043,82373
163905,,-1,71,0,590631
68773,698.0,1251,1,44115,44743
90719,,-1,151,0,590631
147217,776.0,727,13,78927,80906
149686,227.0,602,9,52466,52865
